id,x,y,ndvi,ndbi,lst,elevation,rainfall,distance_to_water,population
1055,500375.0,2598725.0,0.014818424221482187,0.06192645320500209,0.0012767805111974081,-0.044490378968061704,0.12072343610927849,0.1764474813952543,0.010923941515309498
1063,502415.0,2599775.0,-0.03529213595273687,-0.02776149095193296,0.008149219893206565,0.026560683713463075,-0.06494201784944623,-0.056373339110547774,-0.018758882667969216
1070,502475.0,2598125.0,0.0010223996718499494,-0.04218109288789838,0.05957056018551077,-0.05653050099903768,0.05678191298628472,0.0068943067181147484,0.003258238552891504
1073,502955.0,2599835.0,-0.024669969500377947,-0.023025961451722754,-0.04592259750555939,0.037147550563642905,-0.09234374407764431,-0.09431305065978168,-0.031122560044653472
1075,502415.0,2597645.0,-0.027476966711325348,-0.03497001314706964,-0.007778826275088191,-0.05660774621403156,-0.06710231393967732,-0.06815676355459348,-0.013907306666151443
1076,501845.0,2598245.0,0.024495468078936083,-0.02011402813092112,0.03998133241721562,-0.06526482034128893,0.035109504241394696,-0.08258518404946354,0.05432104940694927
1081,501605.0,2599925.0,-0.00879988286803939,-0.0028517042488737845,0.038898096390311866,0.08755413956934571,0.10814289558063203,0.028607883632618795,0.010505750706418834
1090,502865.0,2597135.0,-0.024250371237020736,-0.006278277495468264,-0.04656622754257124,-0.03692726885797057,-0.06522603136062174,-0.08977591514736015,-0.020348860739940182
1110,501575.0,2597105.0,-0.022182282820861734,-0.015503230203747208,-0.058789028610283234,-0.04107332321703706,-0.0547293571334712,-0.05840098079914019,-0.02117851583017774
1116,502025.0,2597405.0,-0.025533715616599322,-0.024187928835437075,-0.02914256821505672,-0.04607425518621956,-0.08210253830881438,-0.058162148075506064,-0.008534946883469278
1120,500225.0,2597225.0,0.18986564621496277,0.13518022248650283,-0.01555535841434654,0.08108549770654233,-0.02413328528122625,0.24875122874222272,0.08434462212361535
1123,500105.0,2599295.0,-0.018159526539305738,-0.05096846466310866,-0.042075070808867084,0.012942722692748728,-0.09253912066973445,-0.08231283198327864,-0.020005439022607444
1127,501695.0,2597075.0,-0.02663879066236938,-0.0011825105716205804,-0.03844761576859855,-0.04345246955579878,-0.060947713272334905,-0.05816512645491684,-0.0036023446662850084
1132,501155.0,2599775.0,0.038686435961924275,0.01725828591357798,0.05281343680508088,0.10110461996583618,0.011458722047279473,-0.004592184683645416,0.021963559292661843
1138,500135.0,2597015.0,0.19063892588755593,0.13479453077658876,-0.021177193078945868,0.08224041514742861,-0.020847130284934453,0.24949215230253138,0.08535200103317757
1145,500705.0,2598665.0,-0.0076974857972567975,0.07369706254245968,-0.005979144949350734,-0.057751324827414796,0.11746973634057022,0.16835988735638452,0.011471027429454769
1146,500405.0,2597645.0,0.00433812143120597,0.02062403302181961,0.04262666197757963,0.14950912339608557,-0.06283258310750028,0.18330928827746562,0.01603925692735897
1150,501695.0,2598425.0,-0.03221864429313306,-0.03798796033229548,0.0052662441244014785,-0.10579614541193857,0.00751787134601352,-0.06442605809971272,0.005111259426702277
